"TABLE 4.1: TOURIST ARRIVAL BY PURPOSE OF VISIT, 1993-2018"
Trekking & Not
Conv./ Year TotalPleasure Holiday Mountai- Conf.neering Business Pilgrimage Official Others Speci- fied
"170,279 69,619 19,495 10,429 15,812 5,367 2,566 - 293,567"
1993
"(58.0) (23.7) (6.6) (3.6) (5.4) (1.8) (0.9) (100.0)"
"168,155 76,865 23,522 5,475 20,431 5,361 26,722 - 326,531"
1994
"(51.5) (23.5) (7.2) (1.7) (6.3) (1.6) (8.2) (100.0)"
"183,207 84,787 21,829 5,257 20,090 5,272 42,953 - 363,395"
1995
"(50.4) (23.3) (6.0) (1.4) (5.5) (1.5) (11.8) (100.0)"
"209,377 88,945 25,079 4,802 20,191 6,054 39,165 - 393,613"
1996
"(53.2) (22.6) (6.4) (1.2) (5.1) (1.5) (10.0) (100.0)"
"249,360 91,525 27,409 4,068 24,106 5,824 19,565 - 421,857"
1997
"(59.1) (21.7) (6.5) (1.0) (5.7) (1.4) (4.6) (100.0)"
"261,347 112,644 24,954 16,164 22,123 5,181 21,271 - 463,684"
1998
"(56.4) (24.3) (5.4) (3.5) (4.8) (1.1) (4.6) (100.0)"
"290,862 107,960 23,813 19,198 24,132 5,965 19,574 - 491,504"
1999
"(59.2) (22.0) (4.8) (3.9) (4.9) (1.2) (4.0) (100.0)"
"255,889 118,780 29,454 15,801 20,832 5,599 17,291 - 463,646"
2000
"(55.2) (25.6) (6.4) (3.4) (4.5) (1.2) (3.7) (100.0)"
"187,022 100,828 18,528 13,816 18,727 0 22,316 - 361,237"
2001
"(51.8) (27.9) (5.1) (3.8) (5.2) (0.0) (6.2) (100.0)"
"110,143 59,279 16,990 12,366 17,783 0 58,907 - 275,468"
2002
"(40.0) (21.5) (6.2) (4.5) (6.5) (0.0) (21.4) (100.0)"
"97,904 65,721 19,387 21,395 21,967 0 111,758 - 338,132"
2003
"(29.0) (19.4) (5.7) (6.3) (6.5) (0.0) (33.1) (100.0)"
"167,262 69,442 13,948 45,664 17,088 0 71,893 - 385,297"
2004
"(43.4) (18.0) (3.6) (11.9) (4.4) (0.0) (18.7) (100.0)"
